datetime,count
2011-01-31 23:00:00,16.96
2011-02-20 00:00:00,33.42
2011-02-20 01:00:00,22.08
2011-02-20 02:00:00,16.5
2011-02-20 03:00:00,9.04
2011-02-20 04:00:00,3.25
2011-02-20 06:00:00,2.36
2011-02-20 07:00:00,9.08
2011-02-20 08:00:00,19.85
2011-02-20 09:00:00,33.79
2011-02-20 10:00:00,96.02
2011-02-20 11:00:00,115.57
2011-02-20 12:00:00,129.36
2011-02-20 13:00:00,150.75
2011-02-20 14:00:00,147.24
2011-02-20 15:00:00,160.77
2011-02-20 16:00:00,152.09
2011-02-20 17:00:00,110.33
2011-02-20 18:00:00,78.56
2011-02-20 19:00:00,68.01
2011-02-20 20:00:00,69.24
2011-02-20 21:00:00,63.14
2011-02-20 22:00:00,48.01
2011-02-20 23:00:00,36.27
2011-02-21 00:00:00,26.35
2011-02-21 01:00:00,18.55
2011-02-21 02:00:00,11.47
2011-02-21 03:00:00,3.98
2011-02-21 04:00:00,3.61
2011-02-21 05:00:00,7.86
2011-02-21 06:00:00,16.51
2011-02-21 07:00:00,51.89
2011-02-21 08:00:00,71.4
2011-02-21 09:00:00,74.8
2011-02-21 10:00:00,86.41
2011-02-21 11:00:00,86.05
2011-02-21 12:00:00,89.47
2011-02-21 13:00:00,67.97
2011-02-21 14:00:00,85.69
2011-02-21 15:00:00,91.67
2011-02-21 16:00:00,78.49
2011-02-21 17:00:00,82.72
2011-02-21 18:00:00,74.33
2011-02-21 19:00:00,69.75
2011-02-21 20:00:00,36.01
2011-02-21 21:00:00,25.13
2011-02-21 22:00:00,22.71
2011-02-21 23:00:00,14.95
2011-02-22 06:00:00,31.5
2011-02-22 07:00:00,88.89
2011-02-22 08:00:00,194.5
2011-02-22 09:00:00,100.77
2011-02-22 10:00:00,43.86
2011-02-22 11:00:00,50.47
2011-02-22 12:00:00,61.82
2011-02-22 13:00:00,71.83
2011-02-22 14:00:00,69.56
2011-02-22 15:00:00,71.36
2011-02-22 16:00:00,72.64
2011-02-22 17:00:00,164.48
2011-02-22 18:00:00,160.02
2011-02-22 19:00:00,99.04
2011-02-22 20:00:00,66.3
2011-02-22 21:00:00,50.19
2011-02-22 22:00:00,28.5
2011-02-22 23:00:00,19.47
2011-02-23 00:00:00,11.87
2011-02-23 01:00:00,5.8
2011-02-23 02:00:00,2.05
2011-02-23 03:00:00,1.38
2011-02-23 05:00:00,5.37
2011-02-23 06:00:00,31.37
2011-02-23 07:00:00,79.77
2011-02-23 08:00:00,189.35
2011-02-23 09:00:00,120.91
2011-02-23 10:00:00,54.76
2011-02-23 11:00:00,58.29
2011-02-23 12:00:00,77.49
2011-02-23 13:00:00,73.25
2011-02-23 14:00:00,79.13
2011-02-23 15:00:00,70.73
2011-02-23 16:00:00,104.38
2011-02-23 17:00:00,230.1
2011-02-23 18:00:00,214.93
2011-02-23 19:00:00,134.82
2011-02-23 20:00:00,73.22
2011-02-23 21:00:00,65.67
2011-02-23 22:00:00,47.87
2011-02-23 23:00:00,23.42
2011-02-24 00:00:00,11.11
2011-02-24 01:00:00,5.22
2011-02-24 02:00:00,2.555
2011-02-24 03:00:00,2.34
2011-02-24 05:00:00,6.49
2011-02-24 06:00:00,36.09
2011-02-24 07:00:00,100.58
2011-02-24 08:00:00,252.57
2011-02-24 09:00:00,129.02
2011-02-24 10:00:00,59.31
2011-02-24 11:00:00,70.74
2011-02-24 12:00:00,95.43
2011-02-24 13:00:00,92.68
2011-02-24 14:00:00,90.84
2011-02-24 15:00:00,32.2
2011-02-24 16:00:00,44.17
2011-02-24 17:00:00,180.9
2011-02-24 18:00:00,174.55
2011-02-24 19:00:00,100.57
2011-02-24 20:00:00,76.56
2011-02-24 21:00:00,61.64
2011-02-24 22:00:00,34.14
2011-02-24 23:00:00,35.82
2011-02-25 00:00:00,13.12
2011-02-25 01:00:00,10.69
2011-02-25 02:00:00,7.98
2011-02-25 03:00:00,2.32
2011-02-25 05:00:00,7.76
2011-02-25 06:00:00,26.27
2011-02-25 07:00:00,68.07
2011-02-25 08:00:00,137.01
2011-02-25 09:00:00,85.32
2011-02-25 10:00:00,41.9
2011-02-25 11:00:00,152.48
2011-02-25 12:00:00,172.1
2011-02-25 13:00:00,172.0
2011-02-25 14:00:00,177.66
2011-02-25 15:00:00,199.4
2011-02-25 16:00:00,108.51
2011-02-25 17:00:00,189.35
2011-02-25 18:00:00,171.25
2011-02-25 19:00:00,114.54
2011-02-25 20:00:00,67.75
2011-02-25 21:00:00,53.0
2011-02-25 22:00:00,41.88
2011-02-25 23:00:00,29.83
2011-02-26 00:00:00,29.95
2011-02-26 01:00:00,21.29
2011-02-26 02:00:00,14.78
2011-02-26 03:00:00,11.23
2011-02-26 04:00:00,2.25
2011-02-26 05:00:00,3.07
2011-02-26 06:00:00,2.99
2011-02-26 07:00:00,7.76
2011-02-26 08:00:00,20.57
2011-02-26 09:00:00,56.38
2011-02-26 10:00:00,105.49
2011-02-26 11:00:00,129.1
2011-02-26 12:00:00,131.93
2011-02-26 13:00:00,146.16
2011-02-26 14:00:00,130.68
2011-02-26 15:00:00,141.83
2011-02-26 16:00:00,147.57
2011-02-26 17:00:00,118.44
2011-02-26 18:00:00,84.54
2011-02-26 19:00:00,68.39
2011-02-26 20:00:00,60.48
2011-02-26 21:00:00,44.07
2011-02-26 22:00:00,43.79
2011-02-26 23:00:00,44.92
2011-02-27 00:00:00,30.91
2011-02-27 01:00:00,27.53
2011-02-27 02:00:00,23.42
2011-02-27 03:00:00,14.22
2011-02-27 04:00:00,4.97
2011-02-27 06:00:00,3.37
2011-02-27 07:00:00,9.34
2011-02-27 08:00:00,27.25
2011-02-27 09:00:00,44.2
2011-02-27 10:00:00,75.5
2011-02-27 11:00:00,100.53
2011-02-27 12:00:00,157.41
2011-02-27 13:00:00,167.64
2011-02-27 14:00:00,174.24
2011-02-27 15:00:00,246.55
2011-02-27 16:00:00,267.1
2011-02-27 17:00:00,129.38
2011-02-27 18:00:00,118.14
2011-02-27 19:00:00,97.78
2011-02-27 20:00:00,78.35
2011-02-27 21:00:00,73.58
2011-02-27 22:00:00,52.38
2011-02-27 23:00:00,39.0
2011-02-28 00:00:00,17.66
2011-02-28 01:00:00,5.21
2011-02-28 03:00:00,2.03
2011-02-28 05:00:00,8.44
2011-02-28 06:00:00,35.89
2011-02-28 07:00:00,110.73
2011-02-28 08:00:00,233.46
2011-02-28 09:00:00,145.13
2011-02-28 10:00:00,96.38
2011-02-28 11:00:00,116.69
2011-02-28 12:00:00,122.12
2011-02-28 13:00:00,107.06
2011-02-28 14:00:00,59.26
2011-02-28 15:00:00,58.16
2011-02-28 16:00:00,72.81
2011-02-28 17:00:00,193.59
2011-02-28 18:00:00,161.12
2011-02-28 19:00:00,106.33
2011-02-28 20:00:00,87.57
2011-02-28 21:00:00,67.5
2011-02-28 22:00:00,33.93
2011-02-28 23:00:00,25.93
2011-03-20 00:00:00,37.81
2011-03-20 01:00:00,29.92
2011-03-20 02:00:00,22.21
2011-03-20 03:00:00,12.6
2011-03-20 04:00:00,1.39
2011-03-20 05:00:00,1.57
2011-03-20 06:00:00,1.7
2011-03-20 07:00:00,10.33
2011-03-20 08:00:00,33.38
2011-03-20 09:00:00,52.52
2011-03-20 10:00:00,120.86
2011-03-20 11:00:00,140.51
2011-03-20 12:00:00,158.65
2011-03-20 13:00:00,153.32
2011-03-20 14:00:00,158.85
2011-03-20 15:00:00,160.75
2011-03-20 16:00:00,150.38
2011-03-20 17:00:00,107.64
2011-03-20 18:00:00,127.87
2011-03-20 19:00:00,76.62
2011-03-20 20:00:00,69.79
2011-03-20 21:00:00,57.73
2011-03-20 22:00:00,52.41
2011-03-20 23:00:00,37.22
2011-03-21 00:00:00,20.53
2011-03-21 01:00:00,18.07
2011-03-21 02:00:00,9.29
2011-03-21 03:00:00,3.04
2011-03-21 05:00:00,17.37
2011-03-21 06:00:00,51.26
2011-03-21 07:00:00,85.35
2011-03-21 08:00:00,239.14
2011-03-21 09:00:00,158.0
2011-03-21 10:00:00,95.56
2011-03-21 11:00:00,126.01
2011-03-21 12:00:00,133.63
2011-03-21 13:00:00,126.65
2011-03-21 14:00:00,117.94
2011-03-21 15:00:00,169.72
2011-03-21 16:00:00,208.24
2011-03-21 17:00:00,450.45
2011-03-21 18:00:00,400.98
2011-03-21 19:00:00,294.87
2011-03-21 20:00:00,242.92
2011-03-21 21:00:00,100.34
2011-03-21 22:00:00,104.05
2011-03-21 23:00:00,58.62
2011-03-22 00:00:00,49.09
2011-03-22 01:00:00,12.94
2011-03-22 02:00:00,7.26
2011-03-22 03:00:00,4.3
2011-03-22 04:00:00,4.42
2011-03-22 05:00:00,18.86
2011-03-22 06:00:00,81.41
2011-03-22 07:00:00,189.15
2011-03-22 08:00:00,269.66
2011-03-22 09:00:00,137.59
2011-03-22 10:00:00,135.18
2011-03-22 11:00:00,130.57
2011-03-22 12:00:00,150.69
2011-03-22 13:00:00,146.51
2011-03-22 14:00:00,125.2
2011-03-22 15:00:00,134.05
2011-03-22 16:00:00,243.74
2011-03-22 17:00:00,442.54
2011-03-22 18:00:00,384.19
2011-03-22 19:00:00,206.61
2011-03-22 20:00:00,148.84
2011-03-22 21:00:00,99.37
2011-03-22 22:00:00,77.4
2011-03-22 23:00:00,51.85
2011-03-23 00:00:00,27.73
2011-03-23 01:00:00,12.54
2011-03-23 02:00:00,6.04
2011-03-23 03:00:00,4.11
2011-03-23 05:00:00,12.65
2011-03-23 06:00:00,59.82
2011-03-23 07:00:00,136.48
2011-03-23 08:00:00,264.66
2011-03-23 09:00:00,159.75
2011-03-23 10:00:00,64.79
2011-03-23 11:00:00,69.83
2011-03-23 12:00:00,71.17
2011-03-23 13:00:00,96.69
2011-03-23 14:00:00,103.16
2011-03-23 15:00:00,89.99
2011-03-23 16:00:00,155.03
2011-03-23 17:00:00,331.74
2011-03-23 18:00:00,201.7
2011-03-23 19:00:00,150.52
2011-03-23 20:00:00,68.78
2011-03-23 21:00:00,50.7
2011-03-23 22:00:00,66.02
2011-03-23 23:00:00,44.89
2011-03-24 00:00:00,20.72
2011-03-24 01:00:00,7.19
2011-03-24 02:00:00,5.656666666666667
2011-03-24 03:00:00,3.56
2011-03-24 04:00:00,3.255
2011-03-24 05:00:00,13.36
2011-03-24 06:00:00,61.08
2011-03-24 07:00:00,80.5
2011-03-24 08:00:00,104.05
2011-03-24 09:00:00,130.03
2011-03-24 10:00:00,54.72
2011-03-24 11:00:00,72.18
2011-03-24 12:00:00,80.4
2011-03-24 13:00:00,87.17
2011-03-24 14:00:00,95.33
2011-03-24 15:00:00,83.01
2011-03-24 16:00:00,129.67
2011-03-24 17:00:00,260.29
2011-03-24 18:00:00,239.67
2011-03-24 19:00:00,161.85
2011-03-24 20:00:00,99.77
2011-03-24 21:00:00,83.15
2011-03-24 22:00:00,66.68
2011-03-24 23:00:00,46.59
2011-03-25 00:00:00,27.25
2011-03-25 01:00:00,9.63
2011-03-25 02:00:00,7.57
2011-03-25 03:00:00,3.2700000000000005
2011-03-25 04:00:00,2.5645
2011-03-25 05:00:00,14.66
2011-03-25 06:00:00,63.71
2011-03-25 07:00:00,173.41
2011-03-25 08:00:00,274.66
2011-03-25 09:00:00,175.03
2011-03-25 10:00:00,108.52
2011-03-25 11:00:00,108.04
2011-03-25 12:00:00,120.03
2011-03-25 13:00:00,114.9
2011-03-25 14:00:00,125.81
2011-03-25 15:00:00,121.57
2011-03-25 16:00:00,176.52
2011-03-25 17:00:00,248.32
2011-03-25 18:00:00,251.17
2011-03-25 19:00:00,150.09
2011-03-25 20:00:00,95.84
2011-03-25 21:00:00,84.79
2011-03-25 22:00:00,56.38
2011-03-25 23:00:00,41.8
2011-03-26 00:00:00,37.53
2011-03-26 01:00:00,31.76
2011-03-26 02:00:00,23.07
2011-03-26 03:00:00,11.72
2011-03-26 04:00:00,4.76
2011-03-26 05:00:00,4.45
2011-03-26 06:00:00,12.65
2011-03-26 07:00:00,59.33
2011-03-26 08:00:00,92.51
2011-03-26 09:00:00,114.53
2011-03-26 10:00:00,156.53
2011-03-26 11:00:00,169.51
2011-03-26 12:00:00,189.2
2011-03-26 13:00:00,203.31
2011-03-26 14:00:00,201.85
2011-03-26 15:00:00,206.33
2011-03-26 16:00:00,196.2
2011-03-26 17:00:00,199.07
2011-03-26 18:00:00,182.77
2011-03-26 19:00:00,133.64
2011-03-26 20:00:00,77.34
2011-03-26 21:00:00,68.01
2011-03-26 22:00:00,62.13
2011-03-26 23:00:00,42.17
2011-03-27 00:00:00,40.38
2011-03-27 01:00:00,30.45
2011-03-27 02:00:00,23.18
2011-03-27 03:00:00,12.12
2011-03-27 04:00:00,4.91
2011-03-27 06:00:00,7.98
2011-03-27 07:00:00,102.73
2011-03-27 08:00:00,70.28
2011-03-27 09:00:00,88.68
2011-03-27 10:00:00,146.14
2011-03-27 11:00:00,156.02
2011-03-27 12:00:00,176.91
2011-03-27 13:00:00,181.7
2011-03-27 14:00:00,182.42
2011-03-27 15:00:00,186.74
2011-03-27 16:00:00,199.0
2011-03-27 17:00:00,194.34
2011-03-27 18:00:00,150.42
2011-03-27 19:00:00,133.97
2011-03-27 20:00:00,75.85
2011-03-27 21:00:00,56.84
2011-03-27 22:00:00,49.36
2011-03-27 23:00:00,46.36
2011-03-28 00:00:00,19.75
2011-03-28 01:00:00,7.74
2011-03-28 02:00:00,8.03
2011-03-28 03:00:00,4.05
2011-03-28 05:00:00,13.78
2011-03-28 06:00:00,59.46
2011-03-28 07:00:00,184.06
2011-03-28 08:00:00,267.82
2011-03-28 09:00:00,173.04
2011-03-28 10:00:00,104.19
2011-03-28 11:00:00,119.79
2011-03-28 12:00:00,129.23
2011-03-28 13:00:00,127.57
2011-03-28 14:00:00,119.43
2011-03-28 15:00:00,115.7
2011-03-28 16:00:00,164.08
2011-03-28 17:00:00,279.52
2011-03-28 18:00:00,259.76
2011-03-28 19:00:00,173.27
2011-03-28 20:00:00,120.52
2011-03-28 21:00:00,97.07
2011-03-28 22:00:00,62.24
2011-03-28 23:00:00,37.99
2011-03-29 00:00:00,20.62
2011-03-29 01:00:00,6.29
2011-03-29 02:00:00,12.34
2011-03-29 03:00:00,2.69
2011-03-29 04:00:00,3.43
2011-03-29 05:00:00,17.02
2011-03-29 06:00:00,62.41
2011-03-29 07:00:00,175.54
2011-03-29 08:00:00,264.36
2011-03-29 09:00:00,163.41
2011-03-29 10:00:00,102.28
2011-03-29 11:00:00,98.61
2011-03-29 12:00:00,117.84
2011-03-29 13:00:00,118.35
2011-03-29 14:00:00,121.56
2011-03-29 15:00:00,131.59
2011-03-29 16:00:00,163.75
2011-03-29 17:00:00,329.29
2011-03-29 18:00:00,296.4
2011-03-29 19:00:00,182.58
2011-03-29 20:00:00,137.85
2011-03-29 21:00:00,100.44
2011-03-29 22:00:00,72.89
2011-03-29 23:00:00,49.33
2011-03-30 00:00:00,22.05
2011-03-30 01:00:00,11.47
2011-03-30 02:00:00,5.47
2011-03-30 03:00:00,4.24
2011-03-30 04:00:00,4.27
2011-03-30 05:00:00,16.53
2011-03-30 06:00:00,65.04
2011-03-30 07:00:00,186.01
2011-03-30 08:00:00,288.43
2011-03-30 09:00:00,179.46
2011-03-30 10:00:00,105.9
2011-03-30 11:00:00,104.87
2011-03-30 12:00:00,115.8
2011-03-30 13:00:00,112.73
2011-03-30 14:00:00,102.41
2011-03-30 15:00:00,65.24
2011-03-30 16:00:00,73.71
2011-03-30 17:00:00,148.93
2011-03-30 18:00:00,175.75
2011-03-30 19:00:00,112.46
2011-03-30 20:00:00,66.06
2011-03-30 21:00:00,63.67
2011-03-30 22:00:00,40.41
2011-03-30 23:00:00,32.61
2011-03-31 00:00:00,13.98
2011-03-31 01:00:00,7.44
2011-03-31 02:00:00,6.0975
2011-03-31 03:00:00,3.21
2011-03-31 04:00:00,3.045
2011-03-31 05:00:00,11.59
2011-03-31 06:00:00,35.91
2011-03-31 07:00:00,83.07
2011-03-31 08:00:00,209.17
2011-03-31 09:00:00,80.1
2011-03-31 10:00:00,59.61
2011-03-31 11:00:00,66.03
2011-03-31 12:00:00,71.09
2011-03-31 13:00:00,82.72
2011-03-31 14:00:00,84.23
2011-03-31 15:00:00,61.98
2011-03-31 16:00:00,112.46
2011-03-31 17:00:00,219.37
2011-03-31 18:00:00,219.86
2011-03-31 19:00:00,144.77
2011-03-31 20:00:00,69.32
2011-03-31 21:00:00,80.3
2011-03-31 22:00:00,41.9
2011-03-31 23:00:00,44.42
2011-04-20 00:00:00,45.76
2011-04-20 01:00:00,10.09
2011-04-20 02:00:00,9.44
2011-04-20 03:00:00,4.67
2011-04-20 04:00:00,4.73
2011-04-20 05:00:00,19.33
2011-04-20 06:00:00,90.18
2011-04-20 07:00:00,236.3
2011-04-20 08:00:00,442.93
2011-04-20 09:00:00,204.76
2011-04-20 10:00:00,133.76
2011-04-20 11:00:00,134.76
2011-04-20 12:00:00,199.57
2011-04-20 13:00:00,193.37
2011-04-20 14:00:00,172.79
2011-04-20 15:00:00,172.3
2011-04-20 16:00:00,283.72
2011-04-20 17:00:00,514.8
2011-04-20 18:00:00,533.07
2011-04-20 19:00:00,411.04
2011-04-20 20:00:00,317.08
2011-04-20 21:00:00,226.75
2011-04-20 22:00:00,153.43
2011-04-20 23:00:00,94.39
2011-04-21 00:00:00,41.0
2011-04-21 01:00:00,16.61
2011-04-21 02:00:00,11.81
2011-04-21 03:00:00,3.89
2011-04-21 04:00:00,4.28
2011-04-21 05:00:00,19.84
2011-04-21 06:00:00,65.54
2011-04-21 07:00:00,178.55
2011-04-21 08:00:00,260.09
2011-04-21 09:00:00,168.71
2011-04-21 10:00:00,134.64
2011-04-21 11:00:00,160.49
2011-04-21 12:00:00,183.02
2011-04-21 13:00:00,179.22
2011-04-21 14:00:00,134.86
2011-04-21 15:00:00,143.37
2011-04-21 16:00:00,205.77
2011-04-21 17:00:00,443.01
2011-04-21 18:00:00,356.06
2011-04-21 19:00:00,230.38
2011-04-21 20:00:00,184.87
2011-04-21 21:00:00,114.54
2011-04-21 22:00:00,93.44
2011-04-21 23:00:00,65.05
2011-04-22 00:00:00,38.16
2011-04-22 01:00:00,18.01
2011-04-22 02:00:00,11.32
2011-04-22 03:00:00,3.84
2011-04-22 04:00:00,3.9625
2011-04-22 05:00:00,17.27
2011-04-22 06:00:00,70.79
2011-04-22 07:00:00,164.97
2011-04-22 08:00:00,257.69
2011-04-22 09:00:00,188.74
2011-04-22 10:00:00,117.68
2011-04-22 11:00:00,102.14
2011-04-22 12:00:00,109.31
2011-04-22 13:00:00,84.03
2011-04-22 14:00:00,39.54
2011-04-22 15:00:00,84.45
2011-04-22 16:00:00,116.34
2011-04-22 17:00:00,142.79
2011-04-22 18:00:00,110.93
2011-04-22 19:00:00,96.04
2011-04-22 20:00:00,76.65
2011-04-22 21:00:00,69.7
2011-04-22 22:00:00,56.08
2011-04-22 23:00:00,51.26
2011-04-23 00:00:00,35.16
2011-04-23 01:00:00,30.54
2011-04-23 02:00:00,28.11
2011-04-23 03:00:00,17.54
